"sppid";"Name";"Family";"CommonName";"Name";"Native/Invasive";"nemba";"EDRR target species (www.CTinvasives.co.za)";"Diagnostics";"Peninsula Notes"
107;"Microsorum scandens";"PPOD";"Fragrant Fern";"Microsorum scandens";"Invasive";;"not listed";"Creeping, forming mats; rhizome long-creeping, tough, wiry; leaf 200-500mm long, simple or pinnatifid - usually together, membranous, dark green, musky smell; sori circular, sunken into leaf";"Not recorded in 1950; From SAPIA 2010; on boulders and trunks; previously in Polypodium and Phymatosorus"
616;"Misopates orontium";"SCRO";"Weasel Snout";"Misopates orontium";"Invasive";;"not listed";"Annual herb; leaves linear; flowers pink, a minute snapdragon, fruit green, snoutlike.";"Tafelberg Road"
453;"Modiola caroliniana ";"MALV";"Red Flower Mallow";"Modiola caroliniana ";"Invasive";;"not listed";"Annual, prostrate, rooting at nodes; leaf rounded below, 3-5 lobed above; flowers stalked, epicalyx shorter than sepals, petals brick red or rose; fruit wheel-like, segments 2 horned, with a band of hairs on back";"Open ground; occasional; Mowbray, Claremont, Plumstead"
454;"Moenchia erecta ";"CARY";"Upright Chickweed";"Moenchia erecta ";"Invasive";;"not listed";"Annual, low, grey; leaves glaucous; flowers white, erect, solitary, 4 styles, sepals with wide white margins, petals unnotched, thin, fruit ovoid";"Ironstone flats; rare; Pinelands"
73;"Myoporum insulare";"MYOP";"Fleshy Manatoka";"Myoporum insulare";"Invasive";;"not listed";"Leaf thick, fleshy, firm, not tapering; fruit, fleshy, purple";"Not recorded in 1950; was M. serratum"
455;"Myoporum montanum";"MYOP";"Manatoka";"Myoporum montanum";"Invasive";;"not listed";"Leaf thin, fleshy, firm, tapering; fruit, fleshy, purple, wrinkled; bark course";"Escape near the sea; occasional; was Myoporum tenuifolium subsp. montanum"
456;"Myosotis arvensis ";"BORA";"Field Forgetmenot";"Myosotis arvensis ";"Invasive";;"not listed";"Biennial; leaf in basal rosette and up stem; flower cup-shaped, dull blue, sepal tube with hooked hairs, petal lobes cupped";"Cultivated areas; occasional; Rondebosch to Claremont"
92;"Myosotis discolor";"BORA";"Changing Forgetmenot";"Myosotis discolor";"Invasive";;"not listed";"Biennial; leaf in basal rosette and up stem; flower spikes coiled, flower cup-shaped, yellow turning blue, stalk short, sepal teeth upright;";"Not recorded in 1950; In 2005 at Sandvlei"
457;"Myriophyllum aquaticum ";"HALO";"Parrots Feather";"Myriophyllum aquaticum ";"Invasive";;"not listed";"Rooted, stems floating and emerging, divided leaves in whorls";"Rivers and canals; locally abundant"
458;"Myrtus communis";"MYRT";"Myrtle";"Myrtus communis";"Invasive";;"not listed";"Erect, aromatic, twigs bright brown; leaf polished; flower white, axillary, solitary, stalk as long as leaves; fruit ovoid, dark blue";"Lower slopes of Devils Peak, Table Mountain and Rondebosch"
459;"Nassella trichotoma ";"POAC";"Nassella Tussock";"Nassella trichotoma ";"Invasive";;"not listed";"Mature tussocks droop and sprawl; panicles well clear of leaves, deciduous";"Disturbed areas, locally dominant; Devils Peak"
460;"Nephrolepis exaltata ";"NEPH";"Sword Fern";"Nephrolepis exaltata ";"Invasive";;"not listed";"Stiff, evergreen; stolons and tubers; leaf odd pinnate; midrib hairy, leaflets simple overlapping, bases ear-shaped";"Forest margins and wet areas; rare, locally dominant"
461;"Nerium oleander ";"APOC";"Oleander";"Nerium oleander ";"Invasive";;"not listed";"Leaf erect, prominent midrib and parallel cross veins; fruit follicles finger-like";"Not recorded in 1950"
462;"Neslia paniculata ";"BRAS";"Ball Mustart";"Neslia paniculata ";"Invasive";;"not listed";"Annual, erect; leaf lower stalked, upper clasping stem, (A&S say hairy); flowers 4-cross, yellow; pod rounded, wrinkled";"Disturbed areas, rare; Edinburgh Estate, Claremont, reservoirs on Table"
463;"Nicandra physalodes ";"SOLA";"Apple of Peru";"Nicandra physalodes ";"Invasive";;"not listed";"Annual, erect; leaf with spines; flower solitary, blue, pendulous, sepals almost free; fruit enclosed in papery lantern";"Shaded cultivated or waste land in suburbs; occasional and local"
464;"Nicotiana glauca ";"SOLA";"Wild Tobacco";"Nicotiana glauca ";"Invasive";;"not listed";"Slender tree; leaves leathery, asymmetric, hairless, petioles long; flowerheads terminal; flowers yellow, tubular, in drooping clusters";"Roadsides and disturbed areas, natural vegetation along streams; occasional"
90;"Nierembergia linariifolia var. glabriuscula";"SOLA";"Cupflower";"Nierembergia linariifolia var. glabriuscula";"Invasive";;"not listed";"Solanaceae flower with pleats resembling Convolvulus purple with a white centre, oil producing glands on petal bases";"From SAPIA 2010"
465;"Nothoscordum gracile ";"ALLI";"Onion Weed";"Nothoscordum gracile ";"Invasive";;"not listed";"Faint Garlic odour, many small bulbils, stretchy leaves";"Disturbed areas, locally infrequent"
23;"Oenothera affinis";"ONAG";"Longflower Evening Primrose";"Oenothera affinis";"Invasive";;"not listed";"Annual, erect, no rosette;  variable branching; hairy leaf 5-15mm long, rounded at base, narrow lanceolate above, no stalk;  flowerhead branched, petals green-yellow flushed red, 20-35mm long, round;";"From Bergvliet (Purcell 1917);"
554;"Oenothera biennis ";"ONAG";"Common Evening Primrose";"Oenothera biennis ";"Invasive";;"not listed";"Biennial, red-based hairs absent from stem; leaf lanceolate, basal rosette in first year; flowerhead near stem tip; flowers yellow not aging, 4 petals, 20-30mm, style short with 4 branches forming X; fruit elongated capsule; seed without appendages";"Moist or sheltered disturbed areas; frequent"
24;"Oenothera glazioviana";"ONAG";"Redsepal Evening Primrose";"Oenothera glazioviana";"Invasive";;"not listed";"Biennial, with rosette, 1.5m; branching at base; leaf alternate, crinkled  150 mm long, glandular hairy,  lanceolate at base, shorter + narrower above; flowerhead unbranched, tube 35-50mm long, sepals densely hairy, yellow-green flushed red; petals yellow";"Bergvliet in Purcell (1917); a hybrid, now a worldwide weed; was O. erythrosepala"
25;"Oenothera indecora subsp. indecora";"ONAG";"Evening Primrose";"Oenothera indecora subsp. indecora";"Invasive";;"not listed";"Erect annual branched to unbranched; hairy; rosette, leaf 4-8mm long, oblanceolate,  narrower above; flowerhead branched; sepal green, flecked brown; petals yellow elliptic; style short";"Self-fertilizes in bud; was O. indecora subsp. bonariensis"
466;"Oenothera jamesii";"ONAG";"Trumpet Evening Primrose";"Oenothera jamesii";"Invasive";;"not listed";"Biennial, usually unbranched, long taproot; leaf basal rosette when young and narrower on stem; petals  yellow, style with 4 branches forming a X; fruit lancelike";"Cape Flats reserves; not recorded in 1950"
467;"Oenothera longiflora";"ONAG";"Lemon Sunset Primrose";"Oenothera longiflora";"Invasive";;"not listed";"Biennial, robust, hairy; leaf dull green, hairy - esp. lower leaves, basal rosette and stem leaves similar; flowerhead branched; flowers yellow fading to red, petals half as long as tube, style with 4 branches forming a X; fruit angled";"Roadsides and disturbed areas; local; Mowbray, Claremont, Fish Hoek"
468;"Oenothera nocturna ";"ONAG";"Night Evening Primrose";"Oenothera nocturna ";"Invasive";;"not listed";"Annual, erect, well-branched at base; leaf weak rosette at base, spiralling up stem, lowermost broader, uppermost roughly hairy; flowerhead branched; flower, style with 4 branches forming a X; fruit not angled";"Disturbed areas, into natural vegetation; frequent or locally abundant"
469;"Oenothera odorata ";"ONAG";"Smelly Evening Primrose";"Oenothera odorata ";"Invasive";;"not listed";"Annual; erect, unbranched, hairy; leaf basal rosette and spiralling up stem; flowers yellow aging to red, opening in afternoon, style with 4 branches forming a X";"Not recorded in 1950"
26;"Oenothera parviflora";"ONAG";"Northern Evening Primrose";"Oenothera parviflora";"Invasive";;"not listed";"Bienniel, erect; rosette; leaf glandular hairy, basal 100-300mm long, 40-180mm above; flowerhead unbranched; tube 22-40 mm long; sepals green; petals yellow;";"Purcell in Bergvliet (1917); widely naturalized"
470;"Oenothera rosea ";"ONAG";"Pink Evening Primrose";"Oenothera rosea ";"Invasive";;"not listed";"Perennial, ascending, white hairy when young; leaves in basal rosette and on stem; flowers opening about sunrise, pink to red aging darker, small, stalked, style with 4 branches forming a X; fruit narrowed at both ends";"Under bushes on lower slopes, local; Cape Flats, rare; Devils Peak to Wynberg and elsewhere"
555;"Oenothera stricta subsp. stricta";"ONAG";"Fragrant Evening Primrose";"Oenothera stricta subsp. stricta";"Invasive";;"not listed";"Biennial; branched; leaf basal rosette & spiralling - similar, almost hairless; flowerhead simple/branched; buds oft. red, petals yellow fading copper, oft. basal red spot, opens sunset, fragrant, petals as long tube; style X, fruit cylindrical, angled";"Roadsides and disturbed areas on Cape Flats; frequent to locally abundant; was Oenothera striata"
122;"Opuntia ficus-indica ";"CACT";"Sweet Prickly Pear";"Opuntia ficus-indica ";"Invasive";;"not listed";"Cactus with ladodes flattened - may be spined or spineless, fruit yellow turning red";"Not recorded in 1950"
5;"Opuntia imbricata";"CACT";"Tile Prickly Pear";"Opuntia imbricata";"Invasive";;"not listed";"Spiny cactus, much branched, erect at first, hanging downwards; cladodes dull grey-green, cylindrical with raised ridges resembling woven rope; spines few; flowers purple red";"Not recorded in 1950, mapped by Bromilow"
123;"Opuntia monacantha ";"CACT";"Drooping Prickly Pear";"Opuntia monacantha ";"Invasive";;"not listed";"Cactus trunked with age, cladodes flattened and thin, fruit purple-red";"Not recorded in 1950"
471;"Ornithopus compressus ";"FABA";"Flat Birdsfoot";"Ornithopus compressus ";"Invasive";;"not listed";"Annual, small, softly hairy; leaf with tendrils; stipule small; flower yellow, almost stalkless in umbels of 3-5; pod hairy, curved, wrinkled, with long, hooked beak";"Claremont; local"
472;"Orobanche minor ";"OROB";"Lesser Broomrape";"Orobanche minor ";"Invasive";;"not listed";"Leafless parasite on peas and daisies; flowerheads spikes, persist when dried, flowers 2-lipped, brown-mauve or yellow, subtended by 1 bract and no bracteoles";"Locally frequent; Rondebosch"
473;"Orobanche ramosa ";"OROB";"Blue Broomrape";"Orobanche ramosa ";"Invasive";;"not listed";"Leafless parasite on daisies; often branched; flowerheads spikes, persist when dried, flowers 2-lipped, blue-mauve, subtended by 1 bract and 2 bracteoles";"Sandy places; frequent"
474;"Oxalis corniculata ";"OXAL";"Creeping Sorrel";"Oxalis corniculata ";"Invasive";;"not listed";"No bulbs, spreading by stolons; stems branched, creeping, hairy; leaf stalk winged basally, stipule small; flowers yellow, small;  fruit all alike";"Roadsides and disturbed places; locally rare, common in gardens; was O. repens"
475;"Oxalis latifolia ";"OXAL";"Red Garden Sorrel";"Oxalis latifolia ";"Invasive";;"not listed";"Small bulbs; leaf broadly triangular trifoliate; flowers purple with yellow centres, in umbel";"Occasional, mainly a garden weed"
476;"Papaver rhoeas";"PAPA";"Field Poppy";"Papaver rhoeas";"Invasive";;"not listed";"Annual, erect; leaf lobed, crenulate; capsule obovoid, base rounded, hairless, tip flat with 8-12 rays";"Disturbed areas and roadsides; Wynberg to Tokai"
477;"Paraserianthes lophantha subsp. lophantha";"FABA";"Stinkbean";"Paraserianthes lophantha subsp. lophantha";"Invasive";;"not listed";"Leaflets smallish, glands absent from rachis, cf Acacia mearnsii; Flowerheads cylindrical brushes, green-yellow; stamens united into a basal tube; pod flattened";"Frequent; mainly forests and granites"
478;"Paronychia brasiliana ";"CARY";"Brazilian Paronychia";"Paronychia brasiliana ";"Invasive";;"not listed";"Annual, prostrate, wiry stems; stipules white, membranous; flowers in axillary clusters, sepals with bristles at tip; fruit not splitting";"Disturbed grassland or waste areas; local; Kenilworth, Claremont and Sea Point"
621;"Parthenocissus vitacea";"VITA";"False Virginia Creeper";"Parthenocissus vitacea";"Invasive";;"not listed";"Woody vine with tendrils with adhesive tips; leaves palmate, 5-leaflets, margins toothed; flowers small, greenish; fruit pruple-black berries.";"Tokai; wetlands"
479;"Paspalum dilatatum ";"POAC";"Common Paspalum";"Paspalum dilatatum ";"Invasive";;"not listed";"Culms loose; ligule 4mm long; flowerheads with hair tufts at branches; spikelets flat, round, margin silky haired ";"Disturbed areas in damp places; common"
20;"Paspalum notatum";"POAC";"Bahia Grass";"Paspalum notatum";"Invasive";;"not listed";"Dense, mat forming, creeping grass, rhizome strong; culms flattened, purple, flowerhead a V of two racemes; spikelets rounded, hairless, shiny";"Not recorded in 1950, mapped by Bromilow"
480;"Paspalum urvillei ";"POAC";"Tall Paspalum";"Paspalum urvillei ";"Invasive";;"not listed";"Culms erect; basal leaf sheaths with stiff hairs; blade rough margin; ligule 5mm long; flowerhead loose, hanging; spikelets with fine, fluffy, white hairs";"Near water on sandy loams in sheltered areas; common; Kirstenbosch and Liesbeek River"
481;"Passiflora caerulea ";"PASS";"Blue Passion Flower";"Passiflora caerulea ";"Invasive";;"not listed";"Woody vine; flowers with long tube, complex; fruit long oblong";"Not recorded in 1950; Australia says name not current - is P. filamentosa"
6;"Passiflora edulis";"PASS";"Purple Grenadilla";"Passiflora edulis";"Invasive";;"not listed";"Hairless, perenniel vine; leaves deeply 3-lobed, margins serrated; stipules small, linear lanceolate; fruit globose, turning deep purple";"Not recorded on Peninsula"
482;"Passiflora tripartita var. mollissima";"PASS";"Banana Poker";"Passiflora tripartita var. mollissima";"Invasive";;"not listed";"Vine with densely hairy stems; flowers with short tube, simple, pink; fruit ovoid, long, yellow";"Not recorded in 1950; previously Passiflora mollissima, but now split up"
483;"Pennisetum clandestinum ";"POAC";"Kikuyu Grass";"Pennisetum clandestinum ";"Invasive";;"not listed";"Mat forming; leaf sheaths overlapping; leaf blades with midrib; flowers single - no inflorescences";"Wet areas; infrequent; spreading from gardens especially to wetlands"
15;"Pennisetum purpureum";"POAC";"Elephant Grass";"Pennisetum purpureum";"Invasive";;"not listed";"Robust, perennial, densely tufted, forming bamboo-like clumps to 4m tall; stems bamboo-like below; spikes densely hairy, yellow brown, bristles in numerous clumps around stalk with one much longer";"Not recorded in 1950"
484;"Pennisetum setaceum ";"POAC";"Fountain Grass";"Pennisetum setaceum ";"Invasive";;"not listed";"Densely tufted, tussocky; spikes densely hairy, purple, stalks with white hairs, cylindrical 100-250 mm long";"Disturbed and dry open and stony areas; spreading along roadsides and quarries; infrequent"
14;"Pennisetum villosum";"POAC";"Feathertop";"Pennisetum villosum";"Invasive";;"not listed";"Densely tufted, open, slightly creeping; spikes densely hairy, white, stalks with white hairs, ovoid 40-70, occ to 110 mm long";"Not recorded on Peninsula; disturbed areas and dry open and stony areas; spreading along roadsides and quarries; infrequent"
81;"Pereskia aculeata";"CACT";"Barbados Gooseberry";"Pereskia aculeata";"Invasive";"1b";"listed";"Shrubby to clambering vine; branches long, whip like; succulent and hook spined when young; old stems with clusters of spines; flowers lemon-scented; fruit  a succulent berry, with a circle of scales - shed";"From SAPIA 2010; from Somerset West"
485;"Periballia minuta ";"POAC";"Small Hairgrass";"Periballia minuta ";"Invasive";;"not listed";"Spikelets laterally compressed, awnless (cf Aira cupaniana";"Moist, shallow soil; infrequent to locally common; abundant at Nadabeni on Cape Flats"
486;"Persea  americana ";"LAUR";"Avocado";"Persea  americana ";"Invasive";;"not listed";"Green tree; flowers inconspicuous green yellow; avocado fruit";"Not recorded in 1950"
614;"Persicaria capitata";"POLY";"Pink Knotweed";"Persicaria capitata";"Invasive";;"not listed";"Herb, flat growing, surface spreading; leaves green shaded with red or pink bands and blotches; flowerheads a round pink ball.";"Newlands forest; Synonyn: Polygonum capitatum"
54;"Persicaria lapathifolia";"POLY";"Spotted Knotweed";"Persicaria lapathifolia";"Invasive";;"not listed";"Annual, erect to procumbent; leaf usually hairless, often with glands, sheath straight-edged; flowerhead a tight cylinder to 600mm, often pendulous; flowers with yellow glands; fruit 2-sided nut, brown";"Disturbed areas, esp. wet areas; a species complex of 12 taxa; was Polygonum, P. tomentosum"
487;"Petrorhagia prolifera ";"CARY";"Childing Pink";"Petrorhagia prolifera ";"Invasive";;"not listed";"Annual; leaf fused into sheath at base, linear, lowermost leaves sometimes in rosette; flowers in dense clusters surrounded by brown, papery bracts, opening singly;  petals notched, pink; style hairy";"Sand or gravel at low altitudes, and in natural vegetation; common"
488;"Phalaris angusta ";"POAC";"Narrow Canarygrass";"Phalaris angusta ";"Invasive";;"not listed";"Panicle cylindrical; 1 sterile floret (if second much reduced); exudes red sap from stems and roots if broken";"Cultivated and fallow areas; infrequent"
489;"Phalaris aquatica ";"POAC";"Harding Canarygrass";"Phalaris aquatica ";"Invasive";;"not listed";"Perennial, panicle cylindrical; 2 sterile florets, equal";"Moist areas and streams; locally common; Rosebank to Wynberg"
21;"Phalaris canariensis";"POAC";"Common Canarygrass";"Phalaris canariensis";"Invasive";;"not listed";"Panicle dense, oval , pale; spikelets flat, 6-10mm long, papery, striped; glume prominently winged; exudes red sap from stems and roots if broken";"Not recorded in 1950, mapped by Bromilow"
490;"Phalaris minor ";"POAC";"Little-seeded Canarygrass";"Phalaris minor ";"Invasive";;"not listed";"Panicle dense, oval , pale; spikelets flat, 4-6mm long, papery, striped; glume with narrow wing; exudes red sap from stems and roots if broken";"Disturbed areas, often where damp and under Wattles;  common"
491;"Phoenix canariensis ";"AREC";"Wild Date Palm";"Phoenix canariensis ";"Invasive";;"not listed";"Palm tree, slender; leaves 4-6m with about 100 leaflets, green, dense; fruit a date with thin flesh";"Below granite outcrops; occasional; Lions Head; not recorded in 1950"
85;"Phoenix dactylifera";"AREC";"Date Palm";"Phoenix dactylifera";"Invasive";;"not listed";"Palm tree, slender; leaves to 3-5m with about 150 leaflets, leaflets 300 X 20mm, grey, sparse; fruit a date with edible flesh";"From SAPIA 2010"
108;"Phormium tenax";"HEME";"New Zealand Flax Lily";"Phormium tenax";"Invasive";;"not listed";"Perennial, rhizomatous to 6m; leaf strap-shaped, 50-120mm wide, 1-3m long, dark green, orange at base, fibrous; flowers red/orange in terminal sprays to 5m; capsules dark brown, falcate";"From SAPIA 2010"
492;"Phyla nodiflora ";"VERB";"Capeweed";"Phyla nodiflora ";"Invasive";;"not listed";"Perennial, creeping, hairy; flowers white, in dense, ovoid spikes ";"Ditches and damp hollows; occasional; Cape Flats, Raapenberg to Kenilworth"
493;"Physalis peruviana ";"SOLA";"Cape Gooseberry";"Physalis peruviana ";"Invasive";;"not listed";"Perenniel, straggling; stems with stellate hairs; flowers yellow with purple centre, solitary, axillary, sepals united at base; fruit surrounded by membranous lantern";"Disturbed areas in shelter; local; Claremont to Tokai"
48;"Physalis viscosa";"SOLA";"Sticky Gooseberry";"Physalis viscosa";"Invasive";;"not listed";"Perenniel, rhizomatous rootstock,straggling; stems with stellate hairs; flowers yellow with dark central blotches, solitary, axillary, sepals united at base; fruit surrounded by sticky membranous lantern";"waste areas and roadsides, croplands"
8;"Phytolacca dioica";"PHYT";"Belhambra";"Phytolacca dioica";"Invasive";;"not listed";"Large tree, trunk buttressed, massively branched; roots shallow; succulent; leaves bright green with pink stalks; flowers on 100mm racemes; fruits in pendulous spikes, green turning black, succulent, berry like";"Not recorded in 1950; cultivated for shade; invades wetlands, disturbed  areas; thrives in arid areas"
99;"Phytolacca icosandra";"PHYT";"Tropical Pokeweed";"Phytolacca icosandra";"Invasive";;"not listed";"Perennial; stems erect, green often red, hairless; leaf smooth; flowerhead a dense terminal spike, stalk -100mm long; flowers small, white to red, with 8-20 stamens; berry white aging to purple-black, juicy, 10-lobed, 10";"From SAPIA 2010"
496;"Picris echioides ";"ASTE";"Bristly Oxtongue";"Picris echioides ";"Invasive";;"not listed";"Perennial, covered with rough bristles; well branched; leaves with white pimples; flowerheads clustered, yellow; bracts broadly triangular";"Waste areas; occasional; Observatory to Claremont"
497;"Pinus canariensis ";"PINA";"Canary Pine";"Pinus canariensis ";"Invasive";;"not listed";"Resprouter; 3 leaf bundles, 150-300mm long, cone cross keeled";"Mountains, granites and sandstones, widespread; infrequent"
498;"Pinus halepensis ";"PINA";"Aleppo Pine";"Pinus halepensis ";"Invasive";;"not listed";"2 leaf bundles, 40-80mm long, slender stiff; cones reddish, glossy";"Mainly Signal Hill and Devils Peak; infrequent"
499;"Pinus pinaster ";"PINA";"Cluster Pine";"Pinus pinaster ";"Invasive";;"not listed";"2 leaf bundles, 80-240mm long, thick, rigid; cones initially purple, browning, ridged hard points";"Mountains; very common and dominant where not controlled"
500;"Pinus pinea ";"PINA";"Stone Pine";"Pinus pinea ";"Invasive";;"not listed";"Umbrella shape, 2 leaf bundles, 50-150mm long, thick, rigid; cones round heavy, fruit round pine nuts";"Flats and lower slopes; spreads slowly; common"
501;"Pinus radiata ";"PINA";"Radiata Pine";"Pinus radiata ";"Invasive";;"not listed";"3 (or 2) leaf bundles, 70-140mm long, slender, dense; cones strongly asymmetrical";"Mountains; very common and dominant where not controlled"
70;"Pinus roxburghii";"PINA";"Chir Pine";"Pinus roxburghii";"Invasive";;"not listed";"3 leaf bundles, 150-300mm long; cone scales elongated and downcurved; bark very thick and fissured";"Not recorded on Peninsula"
502;"Pistia stratiotes ";"ARAC";"Water Lettuce";"Pistia stratiotes ";"Invasive";;"not listed";"Floating, lettuce-like; rosette of leaves with tufts of fibrous roots below";"Canals and vleis, locally abundant"
503;"Pittosporum undulatum ";"PITT";"Australian Cheesewood";"Pittosporum undulatum ";"Invasive";"1b";"listed";"Leaf thin, margin wavy; fruit globose, orange, 13mm across, sticky pulp; beware: Rapanea melanophloeus";"Not recorded in 1950; Tokai, Cecilia, Newlands; in shaded, wetter areas; forest and plantation; disease heavily impacted in 1980s, but rapidly spread again afterwards"
504;"Plantago bigelovii ";"PLAN";"Coast Plantain";"Plantago bigelovii ";"Invasive";;"not listed";"Annual; leaf linear, hairless, about as long as flowering stems; flowerheads a small spike";"Damp areas; rare; Camp Ground, Rondebosch"
505;"Plantago coronopus ";"PLAN";"Buckshorn Plantain";"Plantago coronopus ";"Invasive";;"not listed";"Biennial, downy; leaf 1-veined, pinnately lobed to toothed, fleshy, downy; flowers yellow brown; spike short (long A&S), green, stalk smooth, petal tube hairy, sepals free";"Waste areas; occasional; Green Point to Milnerton"
508;"Plectranthus comosus";"LAMI";"Woolly Plectranthus";"Plectranthus comosus";"Invasive";;"not listed";"Woolly resprouter; leaves large (100mm long, 50 mm wide), densely hairy; flowers in 200-300mm long, blue racemes";"Shaded and moist areas Kirstenbosch to Tokai; locally dense; not recorded in 1950"
509;"Poa annua ";"POAC";"Wintergrass";"Poa annua ";"Invasive";;"not listed";"Short; leaf soft, tip blunt; culms notched below; leaf sheaths compressed and smooth";"Disturbed areas, often where damp; locally very common, occasional in natural vegetation"
510;"Poa pratensis ";"POAC";"Smooth Meadow Grass";"Poa pratensis ";"Invasive";;"not listed";"Rhizomatous; rhizome stout, smooth; lemma woolly at base";"Moist shady areas, often in mountains; locally common; Cape Flats and reservoirs on mountain, grown as winter turf: Kentucky Blue; = P. bidentata"
512;"Polycarpon tetraphyllum var. tetraphyllum";"CARY";"Fourleaf Allseed";"Polycarpon tetraphyllum var. tetraphyllum";"Invasive";;"not listed";"Annual, branching; leaf apparently in whorls of 4; flowers white, tiny, clustered, petals shorter than sepals; fruit splitting at base into 3";"Dry disturbed areas, very common; native vegetation, common; 0-800m"
95;"Polygonum aequale";"POLL";"Knotweed";"Polygonum aequale";"Invasive";;"not listed";"Herbs, stems erect; leaf flat, obtuse, crowded, stipular sheat green with white tip; flowers axillary, green-white or pink, petals 5; fruit longer than petals";"Waste areas; Woodstock, Rondebosch"
514;"Polygonum aviculare ";"POLY";"Prostrate Knotweed";"Polygonum aviculare ";"Invasive";;"not listed";"Annual, erect to decumbent; taproot deep; leaf largest in middle of stem, tip pointed, flat; stipule a sheath, silvery, tip transparent; flowers minute, pink or white, 1-6 at leaf base; nut trigynous, dull";"Roadside, waste areas, cultivation; very common; very resistant to drought"
515;"Polypogon monspeliensis ";"POAC";"Rabbits Foot";"Polypogon monspeliensis ";"Invasive";;"not listed";"Varies in size; leaf margin rough, tip with sharp point; panicle dense, attractive; spikelets very small, abundant, 2 long thin awns";"Damp and disturbed areas, often brackish; common"
516;"Polypogon viridis ";"POAC";"Water Bent Grass";"Polypogon viridis ";"Invasive";;"not listed";"Varies in size; leaf margin rough, tip with sharp point; panicle dense, attractive; spikelets very small, abundant, awnless";"Wet areas, esp. riverbanks, vleis, ditches; locally common"
517;"Pontederia cordata";"PONT";"Pickerel Weed";"Pontederia cordata";"Invasive";;"not listed";"Rooted, arum-like, with blue flower spikes";"River banks, vleis; locally abundant Zeekoeivlei"
518;"Populus canescens ";"SALI";"Grey Poplar";"Populus canescens ";"Invasive";;"not listed";"Root coppicer; deciduous; bark grey with horizontal dark lines; leaves variable on different stems, stalk long";"Planted and spreading; only male plants present in RSA; used for erosion control historically"
93;"Portulaca grandiflora";"PORT";"Moss Rose";"Portulaca grandiflora";"Invasive";;"not listed";"Annual; prostrate to spreading; trichomes at nodes and flowerheads; leaf thick and fleshy, cylindrical; flowers large, 25-50mm across, variable (red, orange, pink, white, yellow); stames about 40, stigmas 5-8";"Garden stray; common"
124;"Portulaca oleracea ";"PORT";"Common Purslane";"Portulaca oleracea ";"Invasive";;"not listed";"Annual, creeper; stems prostrate, red, much branched; taproot deep; leaf succulent, shiny, brownish green; flowers bright yellow in 3s";"Cultivated and disturbed areas; very common"
55;"Potentilla indica";"ROSA";"Mock Strawberry";"Potentilla indica";"Invasive";;"not listed";"Creeper with long runners; leaf trifoliate, arising from crowns; flowers yellow, long stalked; fruit white or red";"Shady damp places; was Duchesnea indica"
75;"Prosopis glandulosa var. torreyana";"FABA";"Honey Mesquite";"Prosopis glandulosa var. torreyana";"Invasive";;"not listed";"Multistemmed tree; branches reddish brown; paired straight spines at nodes; leaves with 1 pr of pinnae; leaflets 10-25mm long, oblong, well spaced, hairless; flower yellow in long spikes; fruit slender, woody, straight, beaded pods, yellow to purple";"From SAPIA 2010; Cape Flats; water courses; hybridizes with other spp making ID difficult"
76;"Prosopis velutina";"FABA";"Velvet Mesquite";"Prosopis velutina";"Invasive";;"not listed";"Multistemmed, all parts hairy when young; spines, paired, straight; leaves with 2 pairs of pinnae, leaflets 6-13mm, oblong, closely spaced, velvet haired when young; flowers yellow; fruit straight to strongly curved, constricted pods";"From SAPIA 2010; was Prosopis glandulosa var. velutina; hybridizes with other Prosopis"
27;"Prunus armeniaca";"ROSA";"Apricot";"Prunus armeniaca";"Invasive";;"not listed";"Tree 8-12m; deciduous; leave ovate, 50-90mm long, base rounded, tip pointed; flowers flush before leaves; fruit round, furry, with a single stone with 3 ridges on one side";"Not recorded on Peninsula"
57;"Prunus persica  var. persica";"ROSA";"Peach Tree";"Prunus persica  var. persica";"Invasive";;"not listed";"Tree, deciduous,  leaf 70-160mm long; flowers produced before leaves; fruit smooth or velvety; with stone";"Not recorded in 1950"
526;"Psidium guajava ";"MYRT";"Guava";"Psidium guajava ";"Invasive";;"not listed";"Bark smooth, mottled; Leaves with veins impressed above, raised below; fruit berry with large pips";"Not recorded in 1950"
527;"Pteris tremula ";"PTER";"Tender Brake";"Pteris tremula ";"Invasive";;"not listed";"Fronds venation free, ultimate segments linear, tips rounded, dentate";"Not recorded in 1950"
528;"Puccinellia fasciculata ";"POAC";"Saltmarsh Alkaligrass";"Puccinellia fasciculata ";"Invasive";;"not listed";"Stiff branches and relatively compact panicle; saline habitats";"Wet saline areas, esp. if disturbed; infrequent"
529;"Pyracantha angustifolia ";"ROSA";"Yellow Firethorn";"Pyracantha angustifolia ";"Invasive";;"not listed";"Leaves with rolled margins and notch; orange berries";"Not recorded in 1950"
530;"Pyracantha coccinea ";"ROSA";"Firethorn";"Pyracantha coccinea ";"Invasive";;"not listed";"Stalks pubescent; leaf tips pointed; flowers larger, white; fruit larger; ";"Not recorded in 1950"
110;"Pyrus communis subsp. communis";"ROSA";"European Pear";"Pyrus communis subsp. communis";"Invasive";;"not listed";"Deciduous tree; stems brown, often slightly hairy, rarely with thorns; leaf glossy green, hairless, deciduous; flowers white, 5 petals, in umbel-like heads; fruit a pear, with gritty stone cells";"From SAPIA 2010"
